ID,Incident_ID,Crime,Location,Date_Time,Longitude,Latitude,Agency,Accuracy,Address,Date_Time_Unix,Temp,Pressure,Humidity,Wind_Speed,Condition,Description,Rain_3h,Snow_3h,Date_Time_ISO
0,13-010407,Larceny,Residential,"Mar 28, 2013 3:33 PM",-73.6848,42.736,Troy Police Department,Address,22XX OLD 6TH AVE,1364497200,282.21,1010,44,4,Clouds,few clouds,,,2013-03-28 19:00:00 +0000 UTC
1,13-010265,Burglary,Residential,"Mar 27, 2013 3:00 PM",-73.6913,42.7248,Troy Police Department,Address,1XX 3RD ST,1364410800,280.08,1007,37,2,Clear,sky is clear,,,2013-03-27 19:00:00 +0000 UTC
2,13-010245,Larceny,Residential,"Mar 27, 2013 12:10 PM",-73.6846,42.7125,Troy Police Department,Address,1XX DELAWARE AVE,1364400000,278.08,1007,0,1,Clouds,few clouds,,,2013-03-27 16:00:00 +0000 UTC
3,13-010143,Burglary,Residential,"Mar 26, 2013 3:30 PM",-73.6913,42.725,Troy Police Department,Address,1XX 3RD ST,1364324400,279.34,1000,51,4,Clouds,overcast clouds,,,2013-03-26 19:00:00 +0000 UTC
4,13-010311,Larceny,School,"Mar 26, 2013 9:50 AM",-73.6706,42.7291,Troy Police Department,Address,19XX BURDETT AVE,1364302800,273.54,1006,0,3,Clouds,overcast clouds,,,2013-03-26 13:00:00 +0000 UTC
5,13-010108,Larceny,Residential,"Mar 26, 2013 8:30 AM",-73.6954,42.7181,Troy Police Department,Address,3XX 1ST ST,1364299200,272.56,1006,68,3,Clouds,overcast clouds,,,2013-03-26 12:00:00 +0000 UTC
6,13-010034,Burglary,Residential,"Mar 25, 2013 6:30 PM",-73.6793,42.7268,Troy Police Department,Address,1XX 14TH ST,1364248800,278.27,1006,59,2,Clouds,overcast clouds,,,2013-03-25 22:00:00 +0000 UTC
7,13-010009,Larceny,Residential,"Mar 25, 2013 2:22 PM",-73.6957,42.7164,Troy Police Department,Address,3XX 1ST ST,1364234400,277.64,1011,48,0,Clouds,scattered clouds,,,2013-03-25 18:00:00 +0000 UTC
8,13-009841,Larceny,Hospital,"Mar 24, 2013 11:54 PM",-73.6761,42.743,Troy Police Department,Address,13XX MASSACHUSETTS AVE,1364180400,273.68,1009,76,0,Clouds,few clouds,,,2013-03-25 03:00:00 +0000 UTC
9,13-009934,Burglary,Residential,"Mar 24, 2013 8:52 PM",-73.6807,42.7262,Troy Police Department,Address,XX 13TH ST,1364169600,274.75,1008,65,8,Clouds,scattered clouds,,,2013-03-25 00:00:00 +0000 UTC
10,13-009853,Larceny,Street,"Mar 24, 2013 1:25 AM",-73.6928,42.726,Troy Police Department,Address,1XX 2ND ST,1364101200,271.26,1009,80,1,Clouds,few clouds,,,2013-03-24 05:00:00 +0000 UTC
11,13-009766,Larceny,Residential,"Mar 23, 2013 7:57 AM",-73.687,42.7353,Troy Police Department,Address,XX KING ST,1364036400,267.7,1006,86,0,Clouds,broken clouds,,,2013-03-23 11:00:00 +0000 UTC
12,13-009487,Larceny,School,"Mar 21, 2013 7:33 AM",-73.6733,42.7264,Troy Police Department,Address,19XX BURDETT AVE,1363863600,266.48,1008,87,0,Clouds,few clouds,,,2013-03-21 11:00:00 +0000 UTC
13,13-009259,Burglary,Residential,"Mar 19, 2013 8:06 AM",-73.6879,42.732,Troy Police Department,Address,18XX 5TH AVE,1363694400,263.85,1031,67,0,Clouds,scattered clouds,,,2013-03-19 12:00:00 +0000 UTC
14,13-009070,Burglary,Residential,"Mar 18, 2013 5:30 PM",-73.6803,42.7433,Troy Police Department,Address,4XX 8TH ST,1363640400,274.26,1021,33,2,Clouds,broken clouds,,,2013-03-18 21:00:00 +0000 UTC
15,13-009198,Burglary,Residential,"Mar 18, 2013 4:13 PM",-73.6737,42.7233,Troy Police Department,Address,18XX HIGHLAND AVE,1363636800,274.24,1020,33,2,Clouds,broken clouds,,,2013-03-18 20:00:00 +0000 UTC
16,13-009177,Burglary,Business,"Mar 18, 2013 11:20 AM",-73.6824,42.7437,Troy Police Department,Address,27XX 6TH AVE,1363618800,270.67,1020,51,2,Clouds,broken clouds,,,2013-03-18 15:00:00 +0000 UTC
17,13-009174,Burglary,Residential,"Mar 18, 2013 10:53 AM",-73.6859,42.735,Troy Police Department,Address,21XX 5TH AVE,1363615200,269.34,1018,67,2,Clouds,broken clouds,,,2013-03-18 14:00:00 +0000 UTC
18,13-009169,Burglary,Residential,"Mar 18, 2013 10:11 AM",-73.6854,42.733,Troy Police Department,Address,20XX 6TH AVE,1363615200,269.34,1018,67,2,Clouds,broken clouds,,,2013-03-18 14:00:00 +0000 UTC
19,13-009064,Larceny,Residential,"Mar 17, 2013 5:30 PM",-73.6727,42.7183,Troy Police Department,Address,XX PAWLING AVE,1363554000,274.13,1009,40,0,Clear,sky is clear,,,2013-03-17 21:00:00 +0000 UTC
20,13-009063,Larceny,Street,"Mar 17, 2013 4:24 PM",-73.6912,42.7213,Troy Police Department,Intersection,4TH ST & JEFFERSON ST,1363550400,273.272,1017,61,2,Clouds,few clouds,0.0,0.0,2013-03-17 20:00:00 +0000 UTC
21,13-009042,Burglary,Street,"Mar 17, 2013 11:35 AM",-73.6885,42.7209,Troy Police Department,Address,1XX HILL ST,1363532400,270.92,1012,53,1,Clouds,scattered clouds,,,2013-03-17 15:00:00 +0000 UTC
22,13-009037,Agg. Assault,Street,"Mar 17, 2013 8:35 AM",-73.6896,42.7286,Troy Police Department,Intersection,4TH ST & CONGRESS ST,1363521600,267.36,1011,67,0,Clouds,few clouds,,,2013-03-17 12:00:00 +0000 UTC
23,13-008960,Burglary,Residential,"Mar 16, 2013 8:30 PM",-73.6934,42.7185,Troy Police Department,Address,3XX 3RD ST,1363478400,274.64,1005,74,7,Snow,heavy snow,,,2013-03-17 00:00:00 +0000 UTC
24,13-008924,Burglary,Residential,"Mar 16, 2013 1:12 PM",-73.6776,42.7418,Troy Police Department,Address,12XX SAUSSE AVE,1363453200,274.37,1007,48,3,Clouds,scattered clouds,,,2013-03-16 17:00:00 +0000 UTC
25,13-008918,Burglary,Residential,"Mar 16, 2013 12:09 PM",-73.6837,42.7373,Troy Police Department,Address,XX CPL WILLIAM A DICKERSON PL,1363449600,273.0045,1009,62,2,Clouds,scattered clouds,,0.0,2013-03-16 16:00:00 +0000 UTC
26,13-008917,Larceny,Residential,"Mar 16, 2013 12:00 PM",-73.6723,42.744,Troy Police Department,Address,16XX PARK BLVD,1363449600,273.0045,1009,62,2,Clouds,scattered clouds,,0.0,2013-03-16 16:00:00 +0000 UTC
27,13-008818,Larceny,Street,"Mar 15, 2013 4:46 PM",-73.6788,42.7368,Troy Police Department,Address,22XX 12TH ST,1363377600,270.01,1011,52,4,Clouds,overcast clouds,,,2013-03-15 20:00:00 +0000 UTC
28,13-008803,Larceny,Residential,"Mar 15, 2013 2:00 PM",-73.687,42.7353,Troy Police Department,Address,XX KING ST,1363370400,269.36334375,1011,47,7,Clouds,broken clouds,,,2013-03-15 18:00:00 +0000 UTC
29,13-008757,Larceny,Residential,"Mar 15, 2013 3:32 AM",-73.6947,42.713,Troy Police Department,Address,5XX 4TH ST,1363330800,271.92,1011,59,3,Clouds,broken clouds,,,2013-03-15 07:00:00 +0000 UTC
30,13-008630,Larceny,Street,"Mar 14, 2013 4:36 PM",-73.676,42.736,Troy Police Department,Address,22XX 15TH ST,1363291200,280.18,1009,38,4,Clouds,broken clouds,,,2013-03-14 20:00:00 +0000 UTC
31,13-008627,Burglary,Residential,"Mar 14, 2013 12:07 PM",-73.6752,42.7242,Troy Police Department,Address,17XX HIGHLAND AVE,1363276800,273.9075,1010,67,3,Clear,sky is Clear,,0.0,2013-03-14 16:00:00 +0000 UTC
32,13-008626,Larceny,Bar/Restaurant/Liquor Store,"Mar 14, 2013 12:03 PM",-73.6875,42.7357,Troy Police Department,Address,4XX RIVER ST,1363276800,273.9075,1010,67,3,Clear,sky is Clear,,0.0,2013-03-14 16:00:00 +0000 UTC
33,13-008534,Burglary,Residential,"Mar 13, 2013 6:23 PM",-73.6737,42.7244,Troy Police Department,Address,X BLEEKER AVE,1363212000,279.975,1006,84,6,Clouds,overcast clouds,,,2013-03-13 22:00:00 +0000 UTC
34,13-008471,Theft of Motor Vehicle,Parking Lot/Garage,"Mar 13, 2013 4:14 AM",-73.6752,42.7393,Troy Police Department,Address,1XX HOOSICK ST,1363161600,272.80665625,1011,93,2,Clear,sky is Clear,0.0,0.0,2013-03-13 08:00:00 +0000 UTC
35,13-008398,Burglary,Residential,"Mar 12, 2013 5:25 PM",-73.6908,42.7216,Troy Police Department,Address,3XX 4TH ST,1363122000,282.28,1018,57,2,Clouds,overcast clouds,,,2013-03-12 21:00:00 +0000 UTC
36,13-008399,Burglary,Residential,"Mar 12, 2013 5:25 PM",-73.6908,42.7216,Troy Police Department,Address,3XX 4TH ST,1363122000,282.28,1018,57,2,Clouds,overcast clouds,,,2013-03-12 21:00:00 +0000 UTC
37,13-008394,Burglary,Residential,"Mar 12, 2013 5:25 PM",-73.6908,42.7216,Troy Police Department,Address,3XX 4TH ST,1363122000,282.28,1018,57,2,Clouds,overcast clouds,,,2013-03-12 21:00:00 +0000 UTC
38,13-008258,Burglary,Residential,"Mar 11, 2013 2:07 PM",-73.6675,42.7228,Troy Police Department,Address,1XX ORCHARD AVE,1363024800,283.4,1025,34,7,Clouds,scattered clouds,,,2013-03-11 18:00:00 +0000 UTC
39,13-008251,Larceny,Street,"Mar 11, 2013 12:35 PM",-73.688,42.7318,Troy Police Department,Address,18XX 5TH AVE,1363017600,281.48,1026,48,4,Clouds,scattered clouds,,,2013-03-11 16:00:00 +0000 UTC
40,13-008203,Burglary,Residential,"Mar 11, 2013 12:00 AM",-73.696,42.7151,Troy Police Department,Address,4XX 1ST ST,1362974400,271.96,1027,74,0,Clouds,few clouds,,,2013-03-11 04:00:00 +0000 UTC
41,13-008094,Burglary,Residential,"Mar 10, 2013 3:19 PM",-73.6749,42.7365,Troy Police Department,Address,15XX HUTTON ST,1362942000,281.8735,1025,42,2,Clouds,scattered clouds,0.0,0.0,2013-03-10 19:00:00 +0000 UTC
42,13-008129,Larceny,Street,"Mar 10, 2013 10:33 AM",-73.6891,42.7242,Troy Police Department,Address,5XX WASHINGTON ST,1362924000,273.71,1028,0,2,Clear,sky is clear,,,2013-03-10 14:00:00 +0000 UTC
43,13-007948,Agg. Assault,Gas Station/Convenience Store,"Mar 08, 2013 6:26 PM",-73.6812,42.726,Troy Police Department,Address,2XX CONGRESS ST,1362783600,272.87,1020,93,0,Clouds,overcast clouds,,,2013-03-08 23:00:00 +0000 UTC
44,13-007873,Agg. Assault,Street,"Mar 08, 2013 7:50 AM",-73.6888,42.7324,Troy Police Department,Intersection,4TH ST & FULTON ST,1362744000,273.86,1020,0,1,Clouds,overcast clouds,,,2013-03-08 12:00:00 +0000 UTC
45,13-007813,Larceny,Street,"Mar 07, 2013 7:00 PM",-73.6961,42.725,Troy Police Department,Address,X WASHINGTON ST,1362700800,275.97,1019,66,0,Clouds,overcast clouds,,,2013-03-08 00:00:00 +0000 UTC
46,13-007797,Burglary,Residential,"Mar 07, 2013 3:45 PM",-73.6822,42.7365,Troy Police Department,Address,2XX 8TH ST,1362686400,276.98,1018,55,7,Snow,light rain and snow,,,2013-03-07 20:00:00 +0000 UTC
47,13-007781,Larceny,Business,"Mar 07, 2013 12:15 PM",-73.6876,42.73,Troy Police Department,Address,17XX 5TH AVE,1362675600,275.646,1018,75,2,Snow,light snow,0.0,0.4,2013-03-07 17:00:00 +0000 UTC
48,13-007762,Larceny,Business,"Mar 07, 2013 9:13 AM",-73.6979,42.7185,Troy Police Department,Address,X MONROE ST,1362664800,274.45,1017,85,2,Clouds,overcast clouds,,,2013-03-07 14:00:00 +0000 UTC
49,13-007752,Burglary,Residential,"Mar 07, 2013 8:57 AM",-73.6942,42.7148,Troy Police Department,Address,4XX 3RD ST,1362661200,273.92,1018,0,3,Snow,heavy snow,,,2013-03-07 13:00:00 +0000 UTC
50,13-007664,Larceny,Residential,"Mar 06, 2013 2:55 PM",-73.6923,42.7294,Troy Police Department,Address,XX 2ND ST,1362596400,277.853,1017,59,4,Clouds,broken clouds,0.0,0.0,2013-03-06 19:00:00 +0000 UTC
51,13-007590,Larceny,Business,"Mar 06, 2013 2:27 PM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1362596400,277.853,1017,59,4,Clouds,broken clouds,0.0,0.0,2013-03-06 19:00:00 +0000 UTC
52,13-007427,Larceny,Street,"Mar 04, 2013 6:00 PM",-73.6885,42.7321,Troy Police Department,Address,XX 4TH ST,1362438000,270.58,1006,63,6,Snow,heavy snow,,,2013-03-04 23:00:00 +0000 UTC
53,13-007396,Larceny,Bar/Restaurant/Liquor Store,"Mar 04, 2013 10:39 AM",-73.6722,42.7386,Troy Police Department,Address,2XX HOOSICK ST,1362409200,269.28,1007,76,3,Clouds,overcast clouds,,,2013-03-04 15:00:00 +0000 UTC
54,13-007334,Larceny,Bar/Restaurant/Liquor Store,"Mar 03, 2013 7:15 PM",-73.6896,42.7276,Troy Police Department,Address,1XX 4TH ST,1362355200,270.86,1008,74,4,Snow,heavy snow,,,2013-03-04 00:00:00 +0000 UTC
55,13-007305,Robbery,Street,"Mar 03, 2013 2:00 PM",-73.6879,42.7346,Troy Police Department,Intersection,FEDERAL ST & KING ST,1362337200,274.31,1006,59,5,Clouds,broken clouds,,,2013-03-03 19:00:00 +0000 UTC
56,13-007279,Robbery,Street,"Mar 03, 2013 3:53 AM",-73.6887,42.732,Troy Police Department,Address,XX 4TH ST,1362297600,271.91,1008,80,4,Snow,heavy snow,,,2013-03-03 08:00:00 +0000 UTC
57,13-007206,Larceny,Business,"Mar 02, 2013 4:48 PM",-73.689,42.7321,Troy Police Department,Address,XX 4TH ST,1362258000,275.57,1006,74,2,Clouds,overcast clouds,,,2013-03-02 21:00:00 +0000 UTC
58,13-007061,Burglary,Residential,"Mar 01, 2013 3:49 PM",-73.6768,42.7347,Troy Police Department,Address,22XX 14TH ST,1362168000,278.58,1001,0,0,Clouds,overcast clouds,,,2013-03-01 20:00:00 +0000 UTC
59,13-007037,Larceny,Residential,"Mar 01, 2013 12:00 PM",-73.67,42.7343,Troy Police Department,Address,22XX BURDETT AVE,1362157200,277.59,1002,75,2,Rain,light rain,,,2013-03-01 17:00:00 +0000 UTC
60,13-006989,Burglary,Residential,"Mar 01, 2013 12:38 AM",-73.6825,42.7152,Troy Police Department,Address,XX MCCLELLAND AVE,1362114000,274.91,1003,93,0,Rain,light rain,,,2013-03-01 05:00:00 +0000 UTC
61,13-006959,Burglary,Residential,"Feb 28, 2013 10:20 PM",-73.695,42.719,Troy Police Department,Address,1XX MADISON ST,1362106800,275.06,1003,93,0,Rain,light rain,,,2013-03-01 03:00:00 +0000 UTC
62,13-006957,Burglary,Residential,"Feb 28, 2013 10:00 PM",-73.695,42.719,Troy Police Department,Address,1XX MADISON ST,1362106800,275.06,1003,93,0,Rain,light rain,,,2013-03-01 03:00:00 +0000 UTC
63,13-006943,Burglary,Residential,"Feb 28, 2013 6:08 PM",-73.6871,42.7153,Troy Police Department,Address,XX MANOR BLVD,1362092400,277.1,1002,80,1,Rain,light rain,,,2013-02-28 23:00:00 +0000 UTC
64,13-006930,Agg. Assault,Street,"Feb 28, 2013 5:11 PM",-73.6847,42.7378,Troy Police Department,Intersection,EARL ST & HUTTON ST,1362088800,277.68,1001,0,3,Drizzle,light intensity drizzle,,,2013-02-28 22:00:00 +0000 UTC
65,13-006905,Larceny,Public Transit Vehicle,"Feb 28, 2013 2:00 PM",-73.6896,42.7286,Troy Police Department,Intersection,4TH ST & CONGRESS ST,1362078000,277.87,1002,93,0,Rain,light rain,,,2013-02-28 19:00:00 +0000 UTC
66,13-006867,Larceny,Gas Station/Convenience Store,"Feb 28, 2013 7:11 AM",-73.6797,42.7394,Troy Police Department,Address,1XX HOOSICK ST,1362052800,275.26,1009,86,3,Clouds,overcast clouds,,,2013-02-28 12:00:00 +0000 UTC
67,13-006738,Larceny,Street,"Feb 26, 2013 11:55 PM",-73.6789,42.7422,Troy Police Department,Address,3XX 10TH ST,1361937600,273.6,1024,0,0,Clouds,broken clouds,,,2013-02-27 04:00:00 +0000 UTC
68,13-006737,Larceny,Street,"Feb 26, 2013 11:54 PM",-73.6789,42.7421,Troy Police Department,Address,3XX 10TH ST,1361937600,273.6,1024,0,0,Clouds,broken clouds,,,2013-02-27 04:00:00 +0000 UTC
69,13-006715,Burglary,Street,"Feb 26, 2013 7:28 PM",-73.6689,42.7365,Troy Police Department,Address,XX DETROIT AVE,1361923200,275.46,1023,69,2,Clouds,broken clouds,,,2013-02-27 00:00:00 +0000 UTC
70,13-006627,Burglary,Street,"Feb 26, 2013 7:01 PM",-73.6706,42.7365,Troy Police Department,Intersection,BURDETT AVE & DETROIT AVE,1361923200,275.46,1023,69,2,Clouds,broken clouds,,,2013-02-27 00:00:00 +0000 UTC
71,13-006688,Burglary,Residential,"Feb 26, 2013 4:30 PM",-73.6788,42.7255,Troy Police Department,Address,14XX 15TH ST,1361912400,277.18,1021,55,0,Clouds,broken clouds,,,2013-02-26 21:00:00 +0000 UTC
72,13-006620,Larceny,Business,"Feb 26, 2013 2:30 PM",-73.6871,42.7297,Troy Police Department,Address,XX STATE ST,1361905200,277.31,1021,55,0,Clouds,broken clouds,,,2013-02-26 19:00:00 +0000 UTC
73,13-006668,Burglary,Residential,"Feb 26, 2013 12:45 PM",-73.6734,42.7306,Troy Police Department,Address,XX SHERRY RD,1361898000,277.08,1020,55,0,Clouds,overcast clouds,,,2013-02-26 17:00:00 +0000 UTC
74,13-006654,Burglary,Business,"Feb 26, 2013 9:39 AM",-73.6801,42.7268,Troy Police Department,Address,XX 13TH ST,1361887200,275.01,1020,80,0,Clouds,scattered clouds,,,2013-02-26 14:00:00 +0000 UTC
75,13-006405,Larceny,Gas Station/Convenience Store,"Feb 24, 2013 5:56 AM",-73.6936,42.715,Troy Police Department,Address,4XX 4TH ST,1361700000,273.68,1022,74,3,Clouds,overcast clouds,,,2013-02-24 10:00:00 +0000 UTC
76,13-006288,Agg. Assault,Bar/Restaurant/Liquor Store,"Feb 24, 2013 3:53 AM",-73.696,42.7157,Troy Police Department,Address,3XX 1ST ST,1361692800,273.68,1023,69,4,Clouds,overcast clouds,,,2013-02-24 08:00:00 +0000 UTC
77,13-006393,Larceny,Street,"Feb 24, 2013 1:41 AM",-73.6704,42.7247,Troy Police Department,Address,16XX TIBBITS AVE,1361685600,273.79,1023,64,3,Clouds,overcast clouds,,,2013-02-24 06:00:00 +0000 UTC
78,13-006379,Agg. Assault,Hospital,"Feb 23, 2013 10:46 PM",-73.6725,42.7335,Troy Police Department,Address,22XX BURDETT AVE,1361674800,273.92,1025,55,4,Clouds,overcast clouds,,,2013-02-24 03:00:00 +0000 UTC
79,13-006322,Burglary,Residential,"Feb 23, 2013 8:25 AM",-73.687,42.7353,Troy Police Department,Address,XX KING ST,1361624400,267.62,1030,73,0,Clouds,broken clouds,,,2013-02-23 13:00:00 +0000 UTC
80,13-006164,Theft of Motor Vehicle,Street,"Feb 22, 2013 9:51 PM",-73.6757,42.7194,Troy Police Department,Address,X BALSAM AVE,1361584800,266.31,1026,62,5,Clouds,overcast clouds,,,2013-02-23 02:00:00 +0000 UTC
81,13-006279,Larceny,Grocery/Supermarket,"Feb 22, 2013 9:46 PM",-73.6906,42.729,Troy Police Department,Address,XX CONGRESS ST,1361584800,266.31,1026,62,5,Clouds,overcast clouds,,,2013-02-23 02:00:00 +0000 UTC
82,13-006257,Larceny,School,"Feb 22, 2013 5:50 PM",-73.6739,42.7294,Troy Police Department,Address,11XX SAGE AVE,1361570400,265.83,1021,57,8,Clouds,scattered clouds,,,2013-02-22 22:00:00 +0000 UTC
83,13-006244,Burglary,Residential,"Feb 22, 2013 4:05 PM",-73.6943,42.7246,Troy Police Department,Address,1XX 1ST ST,1361566800,266.81,1020,53,8,Clouds,scattered clouds,,,2013-02-22 21:00:00 +0000 UTC
84,13-006232,Larceny,Residential,"Feb 22, 2013 1:51 PM",-73.6949,42.7289,Troy Police Department,Address,1XX RIVER ST,1361556000,267.06,1018,53,7,Snow,heavy snow,,,2013-02-22 18:00:00 +0000 UTC
85,13-006212,Larceny,Business,"Feb 22, 2013 11:33 AM",-73.6876,42.73,Troy Police Department,Address,17XX 5TH AVE,1361548800,266.02,1018,61,8,Snow,heavy snow,,,2013-02-22 16:00:00 +0000 UTC
86,13-006463,Burglary,Bar/Restaurant/Liquor Store,"Feb 22, 2013 9:30 AM",-73.6905,42.7246,Troy Police Department,Address,2XX 4TH ST,1361541600,266.28,1016,57,11,Snow,heavy snow,,,2013-02-22 14:00:00 +0000 UTC
87,13-006192,Robbery,Parking Lot/Garage,"Feb 22, 2013 4:15 AM",-73.6881,42.7298,Troy Police Department,Intersection,5TH ST & STATE AVE,1361523600,267.95,1012,62,5,Snow,heavy snow,,,2013-02-22 09:00:00 +0000 UTC
88,13-006152,Larceny,Residential,"Feb 21, 2013 5:40 PM",-73.6936,42.7309,Troy Police Department,Address,2XX RIVER ST,1361484000,270.01,1006,63,6,Clouds,broken clouds,,,2013-02-21 22:00:00 +0000 UTC
89,13-006102,Larceny,Business,"Feb 21, 2013 2:50 PM",-73.6932,42.7254,Troy Police Department,Address,1XX 2ND ST,1361473200,271.19,1004,56,2,Clouds,overcast clouds,,,2013-02-21 19:00:00 +0000 UTC
90,13-006044,Robbery,Business,"Feb 21, 2013 12:40 PM",-73.6871,42.7297,Troy Police Department,Address,XX STATE ST,1361466000,271.63,1007,42,9,Clouds,broken clouds,,,2013-02-21 17:00:00 +0000 UTC
91,13-006049,Burglary,Bar/Restaurant/Liquor Store,"Feb 21, 2013 9:01 AM",-73.6905,42.7246,Troy Police Department,Address,2XX 4TH ST,1361455200,270.47,1008,53,7,Clouds,broken clouds,,,2013-02-21 14:00:00 +0000 UTC
92,13-006009,Larceny,Gas Station/Convenience Store,"Feb 20, 2013 6:41 PM",-73.6812,42.726,Troy Police Department,Address,2XX CONGRESS ST,1361401200,275.27,1005,93,5,Mist,mist,,,2013-02-20 23:00:00 +0000 UTC
93,13-005984,Burglary,Residential,"Feb 20, 2013 3:46 PM",-73.6707,42.7375,Troy Police Department,Address,23XX BURDETT AVE,1361390400,276.41,1008,64,9,Clouds,overcast clouds,,,2013-02-20 20:00:00 +0000 UTC
94,13-005971,Theft of Motor Vehicle,Street,"Feb 20, 2013 1:01 PM",-73.6845,42.7373,Troy Police Department,Address,22XX OLD 6TH AVE,1361383200,277.595,1009,42,7,Clouds,overcast clouds,,,2013-02-20 18:00:00 +0000 UTC
95,13-005945,Theft of Motor Vehicle,Street,"Feb 20, 2013 8:36 AM",-73.6758,42.7346,Troy Police Department,Address,22XX 15TH ST,1361365200,268.06,1016,62,0,Clouds,broken clouds,,,2013-02-20 13:00:00 +0000 UTC
96,13-005858,Larceny,Residential,"Feb 19, 2013 12:34 PM",-73.6816,42.7388,Troy Police Department,Address,3XX 8TH ST,1361293200,267.5,1023,34,7,Clear,sky is clear,,,2013-02-19 17:00:00 +0000 UTC
97,13-005508,Burglary,Residential,"Feb 19, 2013 12:30 PM",-73.6912,42.7209,Troy Police Department,Address,3XX 4TH ST,1361293200,267.5,1023,34,7,Clear,sky is clear,,,2013-02-19 17:00:00 +0000 UTC
98,13-005840,Larceny,Residential,"Feb 19, 2013 10:36 AM",-73.6766,42.7219,Troy Police Department,Address,5XX CONGRESS ST,1361286000,264.74,1023,40,7,Clear,sky is Clear,,,2013-02-19 15:00:00 +0000 UTC
99,13-005494,Larceny,Street,"Feb 19, 2013 4:49 AM",-73.6888,42.7324,Troy Police Department,Intersection,4TH ST & FULTON ST,1361264400,260.5,1018,55,7,Clear,sky is clear,,,2013-02-19 09:00:00 +0000 UTC
100,13-005763,Larceny,Grocery/Supermarket,"Feb 18, 2013 4:50 PM",-73.6893,42.7298,Troy Police Department,Address,1XX 4TH ST,1361221200,266.53,1006,34,11,Clouds,broken clouds,,,2013-02-18 21:00:00 +0000 UTC
101,13-005505,Larceny,Residential,"Feb 18, 2013 10:00 AM",-73.6939,42.722,Troy Police Department,Address,2XX 2ND ST,1361199600,265.79,1006,41,9,Clouds,broken clouds,,,2013-02-18 15:00:00 +0000 UTC
102,13-005503,Larceny,Residential,"Feb 18, 2013 9:00 AM",-73.6939,42.722,Troy Police Department,Address,2XX 2ND ST,1361196000,265.41,1006,44,7,Clouds,broken clouds,,,2013-02-18 14:00:00 +0000 UTC
103,13-005682,Larceny,Residential,"Feb 17, 2013 8:06 PM",-73.6942,42.7149,Troy Police Department,Address,4XX 3RD ST,1361149200,270.78,1013,50,5,Clouds,overcast clouds,,,2013-02-18 01:00:00 +0000 UTC
104,13-005509,Agg. Assault,Street,"Feb 17, 2013 7:30 PM",-73.6962,42.7158,Troy Police Department,Intersection,1ST ST & JACKSON ST,1361145600,270.78,1013,50,4,Clouds,overcast clouds,,,2013-02-18 00:00:00 +0000 UTC
105,13-005647,Larceny,Bar/Restaurant/Liquor Store,"Feb 17, 2013 11:00 AM",-73.6911,42.7316,Troy Police Department,Address,2XX BROADWAY,1361116800,272.61,1016,54,4,Clouds,broken clouds,,,2013-02-17 16:00:00 +0000 UTC
106,13-005569,Theft of Motor Vehicle,Street,"Feb 16, 2013 3:55 PM",-73.6831,42.7396,Troy Police Department,Intersection,6TH ST & HOOSICK AVE,1361044800,280.92,1013,45,7,Clouds,broken clouds,,,2013-02-16 20:00:00 +0000 UTC
107,13-005495,Burglary,Bar/Restaurant/Liquor Store,"Feb 16, 2013 10:28 AM",-73.6904,42.7233,Troy Police Department,Address,2XX 4TH ST,1361026800,278.54,1014,60,5,Clouds,broken clouds,,,2013-02-16 15:00:00 +0000 UTC
108,13-005500,Larceny,Gas Station/Convenience Store,"Feb 16, 2013 6:10 AM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1361012400,274.11,1013,64,4,Clouds,overcast clouds,,,2013-02-16 11:00:00 +0000 UTC
109,13-005496,Agg. Assault,Street,"Feb 16, 2013 4:37 AM",-73.6888,42.7264,Troy Police Department,Address,14XX 5TH AVE,1361005200,274.86,1012,64,4,Clouds,scattered clouds,,,2013-02-16 09:00:00 +0000 UTC
110,13-005442,Larceny,Residential,"Feb 15, 2013 7:30 PM",-73.6697,42.7402,Troy Police Department,Address,24XX 21ST ST,1360972800,272.03,1014,0,0,Clouds,scattered clouds,,,2013-02-16 00:00:00 +0000 UTC
111,13-005410,Larceny,Residential,"Feb 15, 2013 3:10 PM",-73.6899,42.7258,Troy Police Department,Address,2XX 4TH ST,1360958400,276.85,1013,48,1,Clouds,scattered clouds,,,2013-02-15 20:00:00 +0000 UTC
112,13-005385,Agg. Assault,School,"Feb 15, 2013 12:15 PM",-73.6975,42.7123,Troy Police Department,Address,4XX 1ST ST,1360947600,275.42,1014,55,3,Clouds,broken clouds,,,2013-02-15 17:00:00 +0000 UTC
113,13-005238,Robbery,Street,"Feb 14, 2013 3:30 PM",-73.6896,42.729,Troy Police Department,Address,1XX 4TH ST,1360872000,277.04,1008,47,0,Clouds,few clouds,,,2013-02-14 20:00:00 +0000 UTC
114,13-005241,Burglary,Residential,"Feb 14, 2013 9:18 AM",-73.6836,42.7425,Troy Police Department,Address,26XX 5TH AVE,1360850400,274.12,1012,69,0,Snow,heavy snow,,,2013-02-14 14:00:00 +0000 UTC
115,13-005026,Burglary,Residential,"Feb 12, 2013 8:03 PM",-73.6711,42.7381,Troy Police Department,Address,23XX 19TH ST,1360717200,275.29,985,95,4,Clouds,broken clouds,,,2013-02-13 01:00:00 +0000 UTC
