ID,Incident_ID,Crime,Location,Date_Time,Longitude,Latitude,Agency,Accuracy,Address,Date_Time_Unix,Temp,Pressure,Humidity,Wind_Speed,Condition,Description,Rain_3h,Snow_3h,Date_Time_ISO
494,13-012027,Burglary,Residential,"Apr 10, 2013 3:24 AM",-73.6886,42.721,Troy Police Department,Address,1XX HILL ST,1365577200,284.94,1011,62,7,Rain,light rain,,,2013-04-10 07:00:00 +0000 UTC
495,13-012024,Theft of Motor Vehicle,Street,"Apr 10, 2013 1:26 AM",-73.6772,42.7308,Troy Police Department,Intersection,15TH AVE & SAGE ST,1365570000,285.64,1013,44,4,Clouds,overcast clouds,,,2013-04-10 05:00:00 +0000 UTC
496,13-012148,Burglary,Residential,"Apr 10, 2013 1:15 AM",-73.6946,42.7159,Troy Police Department,Address,4XX 2ND ST,1365570000,285.64,1013,44,4,Clouds,overcast clouds,,,2013-04-10 05:00:00 +0000 UTC
497,13-011938,Burglary,Residential,"Apr 09, 2013 4:33 PM",-73.6853,42.7365,Troy Police Department,Address,22XX 5TH AVE,1365537600,288.62,1017,33,1,Clouds,broken clouds,,,2013-04-09 20:00:00 +0000 UTC
498,13-011851,Burglary,Residential,"Apr 08, 2013 10:40 PM",-73.6965,42.7144,Troy Police Department,Address,4XX 1ST ST,1365472800,283.46,1013,58,2,Clouds,scattered clouds,,,2013-04-09 02:00:00 +0000 UTC
499,13-011813,Agg. Assault,Street,"Apr 08, 2013 6:30 PM",-73.6953,42.7202,Troy Police Department,Intersection,1ST AVE & CANAL ST,1365458400,286.49,1013,35,6,Clouds,broken clouds,,,2013-04-08 22:00:00 +0000 UTC
500,13-011779,Larceny,Grocery/Supermarket,"Apr 08, 2013 2:47 PM",-73.6893,42.7298,Troy Police Department,Address,1XX 4TH ST,1365444000,285.58,1015,23,10,Clouds,broken clouds,,,2013-04-08 18:00:00 +0000 UTC
501,13-011759,Larceny,Residential,"Apr 08, 2013 10:11 AM",-73.6957,42.7242,Troy Police Department,Address,XX RIVER ST,1365429600,278.95,1020,45,8,Clouds,broken clouds,,,2013-04-08 14:00:00 +0000 UTC
502,13-011662,Burglary,Residential,"Apr 07, 2013 3:00 PM",-73.6952,42.7134,Troy Police Department,Address,4XX 2ND ST,1365361200,279.86,1025,16,2,Clear,sky is clear,,,2013-04-07 19:00:00 +0000 UTC
503,13-011577,Burglary,Residential,"Apr 06, 2013 5:59 PM",-73.6779,42.7247,Troy Police Department,Address,XX CHRISTIE ST,1365282000,283.18,1009,31,10,Clouds,few clouds,,,2013-04-06 21:00:00 +0000 UTC
504,13-011352,Larceny,Parking Lot/Garage,"Apr 06, 2013 5:35 AM",-73.6899,42.7274,Troy Police Department,Address,1XX 4TH ST,1365238800,276.15,1013,44,3,Clouds,broken clouds,,,2013-04-06 09:00:00 +0000 UTC
505,13-011335,Burglary,Residential,"Apr 04, 2013 10:49 PM",-73.674,42.7388,Troy Police Department,Address,1XX HOOSICK ST,1365127200,272.42,1025,50,5,Clear,sky is clear,,,2013-04-05 02:00:00 +0000 UTC
506,13-011285,Larceny,Business,"Apr 04, 2013 1:45 PM",-73.6921,42.7287,Troy Police Department,Address,XX 2ND ST,1365094800,276.03,1019,29,10,Clouds,few clouds,,,2013-04-04 17:00:00 +0000 UTC
507,13-011175,Theft of Motor Vehicle,Street,"Apr 03, 2013 6:20 PM",-73.6929,42.7185,Troy Police Department,Address,3XX 3RD ST,1365026400,273.98,1014,43,13,Clouds,broken clouds,,,2013-04-03 22:00:00 +0000 UTC
508,13-011167,Theft of Motor Vehicle,Parking Lot/Garage,"Apr 03, 2013 5:02 PM",-73.6881,42.7298,Troy Police Department,Intersection,5TH ST & STATE AVE,1365022800,274.22,1014,47,7,Snow,heavy snow,,,2013-04-03 21:00:00 +0000 UTC
509,13-011008,Burglary,Residential,"Apr 02, 2013 10:16 AM",-73.6861,42.7353,Troy Police Department,Address,21XX 5TH AVE,1364911200,279.74,1002,87,3,Mist,mist,,,2013-04-02 14:00:00 +0000 UTC
510,13-011004,Agg. Assault,Street,"Apr 02, 2013 8:15 AM",-73.684,42.737,Troy Police Department,Address,22XX OLD 6TH AVE,1364904000,277.62,1001,16,0,Clouds,scattered clouds,,,2013-04-02 12:00:00 +0000 UTC
511,13-010964,Burglary,Residential,"Apr 01, 2013 6:50 PM",-73.6913,42.7249,Troy Police Department,Address,1XX 3RD ST,1364853600,282.15,1010,61,6,Drizzle,drizzle,,,2013-04-01 22:00:00 +0000 UTC
512,13-010881,Burglary,Residential,"Apr 01, 2013 10:01 AM",-73.687,42.7353,Troy Police Department,Address,XX KING ST,1364824800,277.91,1016,61,0,Clouds,overcast clouds,,,2013-04-01 14:00:00 +0000 UTC
513,13-037170,Larceny,Business,"Sep 30, 2013 7:46 PM",-73.6879,42.734,Troy Police Department,Address,5XX FEDERAL ST,1380582000,288.6875,1014,80,0,Clear,sky is Clear,0.0,0.0,2013-09-30 23:00:00 +0000 UTC
514,13-037165,Theft of Motor Vehicle,Street,"Sep 30, 2013 7:01 PM",-73.6751,42.7377,Troy Police Department,Address,23XX 15TH ST,1380582000,288.6875,1014,80,0,Clear,sky is Clear,0.0,0.0,2013-09-30 23:00:00 +0000 UTC
515,13-037149,Burglary,Residential,"Sep 30, 2013 6:10 PM",-73.68,42.7265,Troy Police Department,Address,XX 13TH ST,1380578400,290.89,1013,75,1,Clear,Sky is Clear,,,2013-09-30 22:00:00 +0000 UTC
516,13-037059,Larceny,Street,"Sep 30, 2013 7:56 AM",-73.6934,42.7228,Troy Police Department,Address,2XX 2ND ST,1380538800,283.073,1001,85,1,Clear,Sky is Clear,,,2013-09-30 11:00:00 +0000 UTC
517,13-036913,Larceny,Residential,"Sep 29, 2013 11:20 PM",-73.6914,42.7182,Troy Police Department,Address,4XX MADISON ST,1380510000,282.784,1001,88,0,Clear,Sky is Clear,,,2013-09-30 03:00:00 +0000 UTC
518,13-037004,Larceny,Business,"Sep 29, 2013 5:40 PM",-73.69,42.7308,Troy Police Department,Address,XX 3RD ST,1380488400,294.67,1002,61,1,Clear,sky is Clear,,,2013-09-29 21:00:00 +0000 UTC
519,13-036958,Burglary,Residential,"Sep 29, 2013 7:04 AM",-73.6796,42.7338,Troy Police Department,Address,21XX 12TH ST,1380452400,283.15,1024,93,1,Fog,fog,,,2013-09-29 11:00:00 +0000 UTC
520,13-036923,Burglary,Residential,"Sep 29, 2013 12:47 AM",-73.6944,42.7197,Troy Police Department,Address,3XX 2ND ST,1380427200,284.15,1024,87,0,Fog,fog,,,2013-09-29 04:00:00 +0000 UTC
521,13-036622,Larceny,Street,"Sep 28, 2013 1:18 PM",-73.6853,42.7411,Troy Police Department,Address,5XX RIVER ST,1380387600,293.53,1010,64,1,Clear,Sky is Clear,,,2013-09-28 17:00:00 +0000 UTC
522,13-036782,Robbery,Street,"Sep 28, 2013 1:30 AM",-73.6933,42.7205,Troy Police Department,Street,2ND ST & FRANKLIN ST,1380344400,285.8,1009,89,1,Clear,Sky is Clear,,,2013-09-28 05:00:00 +0000 UTC
523,13-036613,Larceny,Gas Station/Convenience Store,"Sep 27, 2013 2:07 PM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1380304800,288.53,1024,72,1,Clear,sky is Clear,,,2013-09-27 18:00:00 +0000 UTC
524,13-036558,Larceny,Residential,"Sep 26, 2013 6:45 PM",-73.6801,42.7429,Troy Police Department,Address,3XX 9TH ST,1380232800,289.485,1018,63,1,Clear,sky is Clear,,,2013-09-26 22:00:00 +0000 UTC
525,13-036433,Robbery,Street,"Sep 25, 2013 10:30 PM",-73.6735,42.7259,Troy Police Department,Address,19XX BURDETT AVE,1380160800,285.74,1014,89,1,Clouds,broken clouds,,,2013-09-26 02:00:00 +0000 UTC
526,13-036361,Larceny,Bar/Restaurant/Liquor Store,"Sep 25, 2013 1:54 PM",-73.6894,42.7312,Troy Police Department,Address,3XX BROADWAY,1380128400,291.14,1014,52,1,Clouds,few clouds,,,2013-09-25 17:00:00 +0000 UTC
527,13-036329,Larceny,Business,"Sep 25, 2013 8:35 AM",-73.6775,42.7383,Troy Police Department,Address,1XX HOOSICK ST,1380110400,279.805,1015,84,0,Clear,sky is Clear,,,2013-09-25 12:00:00 +0000 UTC
528,13-036313,Agg. Assault,Street,"Sep 25, 2013 1:56 AM",-73.6848,42.7396,Troy Police Department,Intersection,5TH ST & HOOSICK AVE,1380085200,281.082,1014,75,1,Clear,sky is Clear,0.0,0.0,2013-09-25 05:00:00 +0000 UTC
529,13-036277,Larceny,Residential,"Sep 24, 2013 9:06 PM",-73.6761,42.7243,Troy Police Department,Address,XX BRUNSWICK AVE,1380070800,285.08,1014,54,0,Clear,Sky is Clear,0.0,,2013-09-25 01:00:00 +0000 UTC
530,13-036099,Burglary,Residential,"Sep 23, 2013 7:24 PM",-73.6794,42.7141,Troy Police Department,Address,X CARROLL PL,1379977200,285.81,1018,65,4,Clear,Sky is Clear,0.0,,2013-09-23 23:00:00 +0000 UTC
531,13-036072,Burglary,Residential,"Sep 23, 2013 3:07 PM",-73.6785,42.7137,Troy Police Department,Address,10XX MADISON AVE,1379962800,287.9585,1015,52,1,Clear,sky is Clear,0.0,0.0,2013-09-23 19:00:00 +0000 UTC
532,13-036047,Larceny,School,"Sep 23, 2013 12:06 PM",-73.6873,42.7284,Troy Police Department,Address,1XX CONGRESS ST,1379952000,285.26434375,1016,57,2,Clear,sky is Clear,0.0,0.0,2013-09-23 16:00:00 +0000 UTC
533,13-036036,Larceny,Business,"Sep 23, 2013 11:00 AM",-73.6912,42.732,Troy Police Department,Address,2XX RIVER ST,1379948400,284.09675,1017,66,1,Clear,sky is Clear,0.0,0.0,2013-09-23 15:00:00 +0000 UTC
534,13-035944,Burglary,Residential,"Sep 22, 2013 2:55 PM",-73.6796,42.7266,Troy Police Department,Address,XX 14TH ST,1379872800,288.631,993,78,3,Clouds,scattered clouds,0.0,,2013-09-22 18:00:00 +0000 UTC
535,13-035939,Burglary,Residential,"Sep 22, 2013 2:47 PM",-73.6897,42.7222,Troy Police Department,Address,11XX 5TH AVE,1379872800,288.631,993,78,3,Clouds,scattered clouds,0.0,,2013-09-22 18:00:00 +0000 UTC
536,13-035921,Burglary,Residential,"Sep 22, 2013 11:43 AM",-73.6957,42.7165,Troy Police Department,Address,3XX 1ST ST,1379862000,289.923,991,86,2,Clouds,scattered clouds,0.0,,2013-09-22 15:00:00 +0000 UTC
537,13-035599,Agg. Assault,Street,"Sep 21, 2013 1:25 AM",-73.6865,42.7309,Troy Police Department,Intersection,6TH & BROADWAY AVE,1379739600,287.245,1001,77,2,Clear,Sky is Clear,,,2013-09-21 05:00:00 +0000 UTC
538,13-035745,Burglary,Residential,"Sep 20, 2013 11:47 PM",-73.6811,42.7341,Troy Police Department,Address,10XX PEOPLES AVE,1379732400,288.965,1002,73,2,Clear,sky is Clear,,,2013-09-21 03:00:00 +0000 UTC
539,13-035665,Larceny,Residential,"Sep 20, 2013 2:31 PM",-73.6854,42.7386,Troy Police Department,Address,23XX 5TH AVE,1379700000,296.37,1002,56,1,Clear,sky is Clear,,,2013-09-20 18:00:00 +0000 UTC
540,13-035643,Larceny,Residential,"Sep 20, 2013 10:24 AM",-73.6946,42.7158,Troy Police Department,Address,4XX 2ND ST,1379685600,292.967,1004,71,1,Clear,Sky is Clear,,,2013-09-20 14:00:00 +0000 UTC
541,13-035590,Burglary,Business,"Sep 19, 2013 5:10 PM",-73.6849,42.7434,Troy Police Department,Address,6XX RIVER ST,1379624400,294.256,1005,59,1,Clear,sky is Clear,,,2013-09-19 21:00:00 +0000 UTC
542,13-035518,Larceny,School,"Sep 19, 2013 4:50 PM",-73.6781,42.7276,Troy Police Department,Address,16XX 15TH ST,1379620800,294.457,1012,55,1,Clear,sky is Clear,0.0,0.0,2013-09-19 20:00:00 +0000 UTC
543,13-035487,Larceny,Gas Station/Convenience Store,"Sep 19, 2013 1:09 PM",-73.6752,42.7393,Troy Police Department,Address,1XX HOOSICK ST,1379610000,294.29,1006,59,1,Clear,Sky is Clear,,,2013-09-19 17:00:00 +0000 UTC
544,13-035469,Larceny,Residential,"Sep 19, 2013 11:41 AM",-73.6964,42.7166,Troy Police Department,Address,3XX 1ST ST,1379602800,292.172,1006,64,1,Clear,sky is Clear,,,2013-09-19 15:00:00 +0000 UTC
545,13-035461,Larceny,Residential,"Sep 19, 2013 11:00 AM",-73.6929,42.7207,Troy Police Department,Address,3XX 3RD ST,1379602800,292.172,1006,64,1,Clear,sky is Clear,,,2013-09-19 15:00:00 +0000 UTC
546,13-035365,Larceny,Business,"Sep 18, 2013 7:07 PM",-73.6692,42.7416,Troy Police Department,Address,25XX 21ST ST,1379545200,288.484,1008,65,1,Clear,sky is Clear,,,2013-09-18 23:00:00 +0000 UTC
547,13-035184,Burglary,Residential,"Sep 17, 2013 9:01 PM",-73.6796,42.7425,Troy Police Department,Address,3XX 9TH ST,1379466000,282.597,1014,78,0,Clear,Sky is Clear,0.0,,2013-09-18 01:00:00 +0000 UTC
548,13-035125,Agg. Assault,Street,"Sep 17, 2013 6:02 PM",-73.6868,42.7341,Troy Police Department,Intersection,5TH ST & FEDERAL AVE,1379455200,288.136,1014,53,1,Clear,Sky is Clear,0.0,,2013-09-17 22:00:00 +0000 UTC
549,13-035123,Larceny,Residential,"Sep 17, 2013 3:20 PM",-73.691,42.7212,Troy Police Department,Address,3XX 4TH ST,1379444400,287.805,1015,53,1,Clear,Sky is Clear,0.0,,2013-09-17 19:00:00 +0000 UTC
550,13-035223,Burglary,Bar/Restaurant/Liquor Store,"Sep 16, 2013 5:25 PM",-73.6744,42.7395,Troy Police Department,Address,24XX 15TH ST,1379365200,286.8855,1010,78,2,Rain,light rain,,,2013-09-16 21:00:00 +0000 UTC
551,13-035287,Theft of Motor Vehicle,Street,"Sep 16, 2013 12:20 PM",-73.6942,42.7151,Troy Police Department,Address,4XX 3RD ST,1379347200,290.15,1019,63,4,Clouds,broken clouds,,,2013-09-16 16:00:00 +0000 UTC
552,13-037406,Larceny,Residential,"Sep 16, 2013 11:05 AM",-73.6817,42.7375,Troy Police Department,Address,1XX HUTTON ST,1379343600,288.734,1012,70,3,Clouds,broken clouds,,,2013-09-16 15:00:00 +0000 UTC
553,13-034991,Larceny,Residential,"Sep 16, 2013 10:00 AM",-73.6864,42.7361,Troy Police Department,Address,XX KING ST,1379340000,287.318,1005,78,1,Clouds,scattered clouds,,,2013-09-16 14:00:00 +0000 UTC
554,13-035018,Burglary,Residential,"Sep 15, 2013 9:08 PM",-73.6964,42.7131,Troy Police Department,Address,4XX 1ST ST,1379293200,287.328,1005,66,1,Clouds,broken clouds,,,2013-09-16 01:00:00 +0000 UTC
555,13-035002,Larceny,Police Dept./Justice Related,"Sep 15, 2013 5:53 PM",-73.6924,42.7196,Troy Police Department,Address,3XX 3RD ST,1379278800,291.074,1005,64,1,Clouds,broken clouds,,,2013-09-15 21:00:00 +0000 UTC
556,13-034986,Larceny,Street,"Sep 15, 2013 1:52 PM",-73.6883,42.7285,Troy Police Department,Intersection,5TH ST & CONGRESS AVE,1379264400,290.787,1006,66,1,Clouds,broken clouds,,,2013-09-15 17:00:00 +0000 UTC
557,13-034982,Robbery,Street,"Sep 15, 2013 1:01 PM",-73.689,42.7312,Troy Police Department,Intersection,4TH & BROADWAY ST,1379264400,290.787,1006,66,1,Clouds,broken clouds,,,2013-09-15 17:00:00 +0000 UTC
558,13-034881,Theft of Motor Vehicle,Police Dept./Justice Related,"Sep 14, 2013 8:15 PM",-73.6871,42.7297,Troy Police Department,Address,XX STATE ST,1379203200,286.255,1004,71,1,Clouds,few clouds,,,2013-09-15 00:00:00 +0000 UTC
559,13-034861,Larceny,Street,"Sep 14, 2013 5:12 PM",-73.6908,42.7288,Troy Police Department,Intersection,3RD ST & CONGRESS ST,1379192400,289.1,1002,69,2,Clouds,few clouds,,,2013-09-14 21:00:00 +0000 UTC
560,13-034855,Larceny,Business,"Sep 14, 2013 4:34 PM",-73.6874,42.736,Troy Police Department,Address,4XX RIVER ST,1379188800,289.1,1002,69,2,Clouds,few clouds,,,2013-09-14 20:00:00 +0000 UTC
561,13-034839,Burglary,Residential,"Sep 14, 2013 1:11 PM",-73.6842,42.7347,Troy Police Department,Address,21XX 6TH AVE,1379178000,287.733,1008,69,2,Clouds,few clouds,0.0,0.0,2013-09-14 17:00:00 +0000 UTC
562,13-034355,Larceny,Residential,"Sep 11, 2013 8:30 AM",-73.6797,42.7373,Troy Police Department,Address,2XX 11TH ST,1378900800,295.405,1018,90,2,Clear,sky is Clear,,,2013-09-11 12:00:00 +0000 UTC
563,13-034242,Larceny,Street,"Sep 10, 2013 2:47 PM",-73.693,42.7247,Troy Police Department,Intersection,2ND ST & WASHINGTON ST,1378836000,295.783,1010,74,2,Rain,light rain,,,2013-09-10 18:00:00 +0000 UTC
564,13-034099,Theft of Motor Vehicle,Street,"Sep 09, 2013 1:59 PM",-73.6958,42.7161,Troy Police Department,Address,3XX 1ST ST,1378746000,291.12,1022,54,1,Clouds,scattered clouds,,,2013-09-09 17:00:00 +0000 UTC
565,13-034049,Burglary,Residential,"Sep 09, 2013 8:10 AM",-73.6867,42.7354,Troy Police Department,Address,XX KING ST,1378728000,280.4,1023,87,1,Clear,Sky is Clear,,,2013-09-09 12:00:00 +0000 UTC
566,13-033882,Larceny,Gas Station/Convenience Store,"Sep 08, 2013 9:17 PM",-73.6782,42.7397,Troy Police Department,Address,1XX HOOSICK ST,1378688400,287.89,1017,48,2,Clear,Sky is Clear,,,2013-09-09 01:00:00 +0000 UTC
567,13-033942,Robbery,Street,"Sep 08, 2013 1:05 PM",-73.693,42.7247,Troy Police Department,Intersection,2ND ST & WASHINGTON ST,1378659600,291.39665625,1012,70,2,Rain,light rain,,0.0,2013-09-08 17:00:00 +0000 UTC
568,13-033903,Agg. Assault,Street,"Sep 08, 2013 1:59 AM",-73.6897,42.7266,Troy Police Department,Address,1XX 4TH ST,1378616400,288.711,998,69,1,Clouds,overcast clouds,,,2013-09-08 05:00:00 +0000 UTC
569,13-033859,Burglary,Residential,"Sep 07, 2013 11:22 PM",-73.6695,42.7123,Troy Police Department,Address,XX ALDER AVE,1378609200,289.082,999,73,1,Clouds,broken clouds,,,2013-09-08 03:00:00 +0000 UTC
570,13-033827,Larceny,Hospital,"Sep 07, 2013 6:59 PM",-73.6725,42.7335,Troy Police Department,Address,22XX BURDETT AVE,1378591200,294.15865625,1013,60,1,Clouds,broken clouds,0.0,0.0,2013-09-07 22:00:00 +0000 UTC
571,13-033499,Robbery,Street,"Sep 05, 2013 8:00 PM",-73.6906,42.7213,Troy Police Department,Intersection,JEFFERSON RD & WILLIAMS ST,1378425600,288.775,1019,55,1,Clear,sky is Clear,0.0,,2013-09-06 00:00:00 +0000 UTC
572,13-033442,Larceny,Gas Station/Convenience Store,"Sep 05, 2013 6:07 PM",-73.688,42.7285,Troy Police Department,Address,1XX CONGRESS ST,1378418400,292.48,1017,37,1,Clear,Sky is Clear,0.0,,2013-09-05 22:00:00 +0000 UTC
573,13-033486,Larceny,Residential,"Sep 05, 2013 9:06 AM",-73.6883,42.731,Troy Police Department,Address,4XX BROADWAY,1378386000,289.34,1014,79,2,Clouds,few clouds,0.0,,2013-09-05 13:00:00 +0000 UTC
574,13-033453,Larceny,Business,"Sep 05, 2013 12:15 AM",-73.6888,42.7264,Troy Police Department,Address,14XX 5TH AVE,1378353600,290.18,1012,17,1,Clear,Sky is Clear,,,2013-09-05 04:00:00 +0000 UTC
575,13-033308,Robbery,Street,"Sep 03, 2013 11:03 PM",-73.6791,42.7174,Troy Police Department,Address,XX SPRING AVE,1378263600,291.1435,1010,72,2,Clouds,scattered clouds,0.0,0.0,2013-09-04 03:00:00 +0000 UTC
576,13-033300,Larceny,Residential,"Sep 03, 2013 10:08 PM",-73.6909,42.7209,Troy Police Department,Address,3XX 4TH ST,1378260000,290.72465625,1010,68,2,Clear,sky is Clear,0.0,0.0,2013-09-04 02:00:00 +0000 UTC
577,13-033231,Larceny,Residential,"Sep 03, 2013 12:36 PM",-73.6744,42.7395,Troy Police Department,Address,24XX 15TH ST,1378224000,294.45334375,1007,67,1,Clouds,scattered clouds,0.0,0.0,2013-09-03 16:00:00 +0000 UTC
578,13-033214,Larceny,Business,"Sep 03, 2013 10:52 AM",-73.6848,42.7445,Troy Police Department,Address,6XX RIVER ST,1378216800,293.1233125,1008,76,1,Clouds,broken clouds,0.0,0.0,2013-09-03 14:00:00 +0000 UTC
579,13-033197,Burglary,Business,"Sep 03, 2013 8:03 AM",-73.6955,42.7247,Troy Police Department,Address,XX RIVER ST,1378209600,293.1325,1007,78,1,Clouds,broken clouds,0.0,0.0,2013-09-03 12:00:00 +0000 UTC
580,13-033075,Burglary,Residential,"Aug 31, 2013 4:50 PM",-73.694,42.7198,Troy Police Department,Address,2XX 2ND ST,1377979200,298.678,1007,77,2,Rain,moderate rain,,0.0,2013-08-31 20:00:00 +0000 UTC
581,13-033078,Larceny,Residential,"Aug 31, 2013 4:05 PM",-73.6901,42.728,Troy Police Department,Address,1XX 4TH ST,1377979200,298.678,1007,77,2,Rain,moderate rain,,0.0,2013-08-31 20:00:00 +0000 UTC
582,13-033062,Larceny,Residential,"Aug 31, 2013 2:12 PM",-73.6677,42.716,Troy Police Department,Address,X COLLINS AVE,1377972000,298.175,1008,81,2,Rain,moderate rain,,0.0,2013-08-31 18:00:00 +0000 UTC
583,13-032647,Larceny,Residential,"Aug 30, 2013 5:00 PM",-73.6749,42.7392,Troy Police Department,Address,24XX 15TH ST,1377896400,299.25,1014,87,1,Clouds,overcast clouds,0.0,,2013-08-30 21:00:00 +0000 UTC
584,13-032605,Larceny,Street,"Aug 30, 2013 9:25 AM",-73.6701,42.7172,Troy Police Department,Address,1XX PAWLING AVE,1377867600,293.52,1015,5,1,Clouds,few clouds,0.0,,2013-08-30 13:00:00 +0000 UTC
585,13-032520,Robbery,Business,"Aug 29, 2013 5:33 PM",-73.6888,42.7276,Troy Police Department,Address,15XX 5TH AVE,1377810000,302.05,1009,75,1,Clouds,scattered clouds,0.0,,2013-08-29 21:00:00 +0000 UTC
586,13-032483,Larceny,Gas Station/Convenience Store,"Aug 29, 2013 12:10 PM",-73.6921,42.7286,Troy Police Department,Address,XX 2ND ST,1377792000,299.03,1013,65,0,Clouds,few clouds,1.0,,2013-08-29 16:00:00 +0000 UTC
587,13-032464,Agg. Assault,Street,"Aug 29, 2013 9:25 AM",-73.6909,42.7314,Troy Police Department,Intersection,BROADWAY ST & FRANKLIN,1377781200,293.7345,1012,98,1,Rain,light rain,,0.0,2013-08-29 13:00:00 +0000 UTC
588,13-032439,Burglary,Bar/Restaurant/Liquor Store,"Aug 29, 2013 4:28 AM",-73.6894,42.7312,Troy Police Department,Address,3XX BROADWAY,1377763200,290.653,1014,99,1,Rain,moderate rain,,0.0,2013-08-29 08:00:00 +0000 UTC
589,13-032436,Theft of Motor Vehicle,Street,"Aug 29, 2013 2:49 AM",-73.689,42.7312,Troy Police Department,Intersection,4TH & BROADWAY ST,1377756000,291.54875,1011,97,1,Rain,moderate rain,,0.0,2013-08-29 06:00:00 +0000 UTC
590,13-032381,Larceny,Residential,"Aug 28, 2013 8:40 PM",-73.6789,42.7363,Troy Police Department,Address,22XX 12TH ST,1377734400,293.798,1010,93,1,Rain,light rain,,0.0,2013-08-29 00:00:00 +0000 UTC
591,13-032290,Larceny,Residential,"Aug 28, 2013 9:00 AM",-73.6808,42.737,Troy Police Department,Address,1XX HUTTON ST,1377694800,295.31034375,1011,85,1,Clouds,few clouds,0.0,0.0,2013-08-28 13:00:00 +0000 UTC
592,13-032280,Larceny,Bar/Restaurant/Liquor Store,"Aug 28, 2013 8:30 AM",-73.6918,42.7288,Troy Police Department,Address,XX CONGRESS ST,1377691200,294.7685,1011,84,1,Clouds,few clouds,0.0,0.0,2013-08-28 12:00:00 +0000 UTC
593,13-032263,Larceny,Residential,"Aug 28, 2013 2:00 AM",-73.6896,42.7286,Troy Police Department,Address,1XX 4TH ST,1377669600,293.53,1010,26,0,Rain,moderate rain,,,2013-08-28 06:00:00 +0000 UTC
594,13-032225,Burglary,Residential,"Aug 27, 2013 10:16 PM",-73.6775,42.7142,Troy Police Department,Address,10XX MADISON AVE,1377655200,293.71,1012,28,1,Rain,heavy intensity rain,,,2013-08-28 02:00:00 +0000 UTC
595,13-032229,Theft of Motor Vehicle,Street,"Aug 27, 2013 9:45 PM",-73.688,42.7347,Troy Police Department,Intersection,FEDERAL ST & RIVER ST,1377651600,295.018,1011,56,1,Rain,heavy intensity rain,,0.0,2013-08-28 01:00:00 +0000 UTC
596,13-032196,Larceny,Gas Station/Convenience Store,"Aug 27, 2013 4:55 PM",-73.6908,42.7289,Troy Police Department,Address,XX 3RD ST,1377633600,296.755,1013,45,1,Clouds,overcast clouds,0.0,,2013-08-27 20:00:00 +0000 UTC
597,13-032177,Burglary,Residential,"Aug 27, 2013 2:53 PM",-73.6798,42.7253,Troy Police Department,Address,XX 14TH ST,1377626400,297.108,1013,87,1,Rain,light rain,,0.0,2013-08-27 18:00:00 +0000 UTC
598,13-032176,Larceny,Business,"Aug 27, 2013 2:39 PM",-73.6894,42.7312,Troy Police Department,Address,3XX BROADWAY,1377626400,297.108,1013,87,1,Rain,light rain,,0.0,2013-08-27 18:00:00 +0000 UTC
599,13-032157,Larceny,Gas Station/Convenience Store,"Aug 27, 2013 12:13 PM",-73.6921,42.7286,Troy Police Department,Address,XX 2ND ST,1377619200,297.495,1012,79,1,Rain,moderate rain,,0.0,2013-08-27 16:00:00 +0000 UTC
600,13-032147,Larceny,School,"Aug 27, 2013 9:59 AM",-73.6733,42.7264,Troy Police Department,Address,19XX BURDETT AVE,1377608400,293.698,1012,91,1,Rain,moderate rain,,0.0,2013-08-27 13:00:00 +0000 UTC
601,13-032134,Larceny,Gas Station/Convenience Store,"Aug 27, 2013 7:54 AM",-73.6797,42.7394,Troy Police Department,Address,1XX HOOSICK ST,1377601200,291.69534375,1012,96,1,Rain,moderate rain,,0.0,2013-08-27 11:00:00 +0000 UTC
602,13-032129,Robbery,Residential,"Aug 27, 2013 1:50 AM",-73.6935,42.7154,Troy Police Department,Address,4XX 3RD ST,1377579600,291.85,1019,81,1,Clouds,overcast clouds,,,2013-08-27 05:00:00 +0000 UTC
603,13-032088,Robbery,Street,"Aug 26, 2013 7:39 PM",-73.6798,42.7227,Troy Police Department,Intersection,15TH ST & CONGRESS ST,1377558000,295.93,1020,76,1,Clouds,scattered clouds,,,2013-08-26 23:00:00 +0000 UTC
604,13-032059,Burglary,Residential,"Aug 26, 2013 1:00 AM",-73.6931,42.7204,Troy Police Department,Address,XX IDA ST,1377493200,284.78,1025,88,1,Clear,Sky is Clear,,,2013-08-26 05:00:00 +0000 UTC
605,13-031734,Burglary,Residential,"Aug 24, 2013 3:18 AM",-73.6929,42.7211,Troy Police Department,Address,2XX 3RD ST,1377327600,293.14,1011,85,0,Rain,light rain,,,2013-08-24 07:00:00 +0000 UTC
606,13-031678,Larceny,Street,"Aug 23, 2013 8:48 PM",-73.689,42.7286,Troy Police Department,Address,1XX CONGRESS ST,1377302400,298.12,1010,99,1,Clouds,scattered clouds,,,2013-08-24 00:00:00 +0000 UTC
607,13-031663,Larceny,Bar/Restaurant/Liquor Store,"Aug 23, 2013 6:46 PM",-73.6895,42.7289,Troy Police Department,Address,1XX 4TH ST,1377295200,301.45,1009,83,2,Clouds,scattered clouds,,,2013-08-23 22:00:00 +0000 UTC
608,13-031587,Theft of Motor Vehicle,Street,"Aug 23, 2013 11:28 AM",-73.6844,42.7431,Troy Police Department,Intersection,1ST ST & RENSSELAER ST,1377270000,299.78,1014,82,1,Clouds,few clouds,,,2013-08-23 15:00:00 +0000 UTC
